Date,Close
2012-01-02,589.2999877929688
2012-01-03,598.7999877929688
2012-01-04,586.5
2012-01-05,586.0
2012-01-06,584.7000122070312
2012-01-09,585.6749877929688
2012-01-10,582.7000122070312
2012-01-11,568.5
2012-01-12,544.75
2012-01-13,542.875
2012-01-16,554.7000122070312
2012-01-17,551.9749755859375
2012-01-18,538.0750122070312
2012-01-19,537.7750244140625
2012-01-20,539.75
2012-01-23,538.8499755859375
2012-01-24,544.3499755859375
2012-01-25,549.0
2012-01-27,554.375
2012-01-30,555.875
2012-01-31,566.2000122070312
2012-02-01,564.3499755859375
2012-02-02,574.0
2012-02-03,585.7750244140625
2012-02-06,596.9249877929688
2012-02-07,599.0
2012-02-08,609.8250122070312
2012-02-09,614.2999877929688
2012-02-10,616.7000122070312
2012-02-13,612.8499755859375
2012-02-14,610.0
2012-02-15,620.7999877929688
2012-02-16,612.6749877929688
2012-02-17,614.375
2012-02-21,618.5250244140625
2012-02-22,626.1749877929688
2012-02-23,629.9000244140625
2012-02-24,635.0
2012-02-27,626.0250244140625
2012-02-28,613.2750244140625
2012-02-29,610.9749755859375
2012-03-01,609.7999877929688
2012-03-02,608.625
2012-03-05,603.6500244140625
2012-03-06,601.0
2012-03-07,596.4249877929688
2012-03-09,604.2750244140625
2012-03-12,594.5250244140625
2012-03-13,598.5
2012-03-14,577.2750244140625
2012-03-15,581.8499755859375
2012-03-16,584.7750244140625
2012-03-19,561.0
2012-03-20,567.4249877929688
2012-03-21,587.875
2012-03-22,583.875
2012-03-23,592.3250122070312
2012-03-26,580.7999877929688
2012-03-27,587.375
2012-03-28,582.5499877929688
2012-03-29,570.5999755859375
2012-03-30,584.4000244140625
2012-04-02,597.125
2012-04-03,589.0
2012-04-04,589.2249755859375
2012-04-09,582.0499877929688
2012-04-10,578.0999755859375
2012-04-11,569.0499877929688
2012-04-12,565.8250122070312
2012-04-13,534.1749877929688
2012-04-16,534.875
2012-04-17,545.4249877929688
2012-04-18,548.7750244140625
2012-04-19,551.4749755859375
2012-04-20,544.2249755859375
2012-04-23,532.125
2012-04-24,597.0999755859375
2012-04-25,585.5250244140625
2012-04-26,597.3250122070312
2012-04-27,602.0
2012-04-30,623.2999877929688
2012-05-02,633.625
2012-05-03,639.75
2012-05-04,638.4000244140625
2012-05-07,636.625
2012-05-08,600.3499755859375
2012-05-09,612.7750244140625
2012-05-10,616.2750244140625
2012-05-11,615.375
2012-05-14,612.9749755859375
2012-05-15,613.1500244140625
2012-05-16,611.7000122070312
2012-05-17,611.0
2012-05-18,605.3250122070312
2012-05-21,604.5999755859375
2012-05-22,612.0250244140625
2012-05-23,612.5750122070312
2012-05-24,610.7249755859375
2012-05-25,610.4000244140625
2012-05-28,612.3499755859375
2012-05-29,620.1749877929688
2012-05-30,620.2750244140625
2012-05-31,622.6749877929688
2012-06-01,612.2999877929688
2012-06-04,606.625
2012-06-05,613.25
2012-06-06,625.5750122070312
2012-06-07,620.0999755859375
2012-06-08,615.4500122070312
2012-06-11,616.7750244140625
2012-06-12,624.0499877929688
2012-06-13,625.2000122070312
2012-06-14,627.0
2012-06-15,636.2249755859375
2012-06-18,628.5750122070312
2012-06-19,636.9749755859375
2012-06-20,626.4000244140625
2012-06-21,612.0250244140625
2012-06-22,616.7249755859375
2012-06-25,608.375
2012-06-26,617.5499877929688
2012-06-27,623.3499755859375
2012-06-28,629.4249877929688
2012-06-29,638.7249755859375
2012-07-02,629.7249755859375
2012-07-03,619.7000122070312
2012-07-04,623.9249877929688
2012-07-05,620.2999877929688
2012-07-06,623.875
2012-07-09,629.7000122070312
2012-07-10,630.8499755859375
2012-07-11,629.1500244140625
2012-07-12,618.0
2012-07-13,624.7000122070312
2012-07-16,603.6749877929688
2012-07-17,592.9500122070312
2012-07-18,597.6500244140625
2012-07-19,600.5
2012-07-20,611.5250244140625
2012-07-23,607.125
2012-07-24,604.5750122070312
2012-07-25,606.5750122070312
2012-07-26,599.2249755859375
2012-07-27,612.6500244140625
2012-07-30,615.5
2012-07-31,621.8250122070312
2012-08-01,612.3250122070312
2012-08-02,616.4000244140625
2012-08-03,618.4500122070312
2012-08-06,614.4500122070312
2012-08-07,632.0250244140625
2012-08-08,624.5999755859375
2012-08-09,629.0750122070312
2012-08-10,640.0250244140625
2012-08-13,633.1500244140625
2012-08-14,634.2000122070312
2012-08-16,631.7750244140625
2012-08-17,639.2999877929688
2012-08-21,649.3250122070312
2012-08-22,645.8250122070312
2012-08-23,661.7249755859375
2012-08-24,661.4249877929688
2012-08-27,660.2249755859375
2012-08-28,675.4500122070312
2012-08-29,671.6500244140625
2012-08-30,683.5750122070312
2012-08-31,671.875
2012-09-03,668.9249877929688
2012-09-04,670.4249877929688
2012-09-05,682.25
2012-09-06,687.7999877929688
2012-09-07,693.3499755859375
2012-09-10,685.7249755859375
2012-09-11,696.3250122070312
2012-09-12,707.4500122070312
2012-09-13,708.8499755859375
2012-09-14,706.5499877929688
2012-09-17,671.0499877929688
2012-09-18,649.9000244140625
2012-09-20,661.0
2012-09-21,652.0250244140625
2012-09-24,644.7249755859375
2012-09-25,646.5999755859375
2012-09-26,642.7999877929688
2012-09-27,635.7750244140625
2012-09-28,647.9500122070312
2012-10-01,651.4749755859375
2012-10-03,661.3250122070312
2012-10-04,658.5750122070312
2012-10-05,652.0
2012-10-08,646.3499755859375
2012-10-09,647.4249877929688
2012-10-10,644.6749877929688
2012-10-11,644.7249755859375
2012-10-12,649.2249755859375
2012-10-15,647.3250122070312
2012-10-16,647.9500122070312
2012-10-17,641.5750122070312
2012-10-18,653.6749877929688
2012-10-19,644.8499755859375
2012-10-22,659.4500122070312
2012-10-23,657.2999877929688
2012-10-25,657.6749877929688
2012-10-29,654.2000122070312
2012-10-30,655.75
2012-10-31,657.75
2012-11-01,657.625
2012-11-02,665.5999755859375
2012-11-05,664.7999877929688
2012-11-06,660.2750244140625
2012-11-07,665.75
2012-11-08,665.5999755859375
2012-11-09,662.4749755859375
2012-11-12,667.25
2012-11-15,647.0750122070312
2012-11-16,643.4000244140625
2012-11-19,631.1749877929688
2012-11-20,636.4000244140625
2012-11-21,641.0999755859375
2012-11-22,638.2249755859375
2012-11-23,644.2999877929688
2012-11-26,646.8499755859375
2012-11-27,647.5999755859375
2012-11-29,649.0499877929688
2012-11-30,657.0
2012-12-03,658.4000244140625
2012-12-04,649.7249755859375
2012-12-05,648.9500122070312
2012-12-06,640.3499755859375
2012-12-07,632.0750122070312
